ID,Latitude,Longitude,Date,MODIS_Tile,MOD13A1_061_Line_Y_500m,MOD13A1_061_Sample_X_500m,MOD13A1_061__500m_16_days_NDVI,MOD13A1_061__500m_16_days_VI_Quality,MOD13A1_061__500m_16_days_VI_Quality_bitmask,MOD13A1_061__500m_16_days_VI_Quality_MODLAND,MOD13A1_061__500m_16_days_VI_Quality_MODLAND_Description,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness,MOD13A1_061__500m_16_days_VI_Quality_VI_Usefulness_Description,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity,MOD13A1_061__500m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13A1_061__500m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13A1_061__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds,MOD13A1_061__500m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask,MOD13A1_061__500m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice,MOD13A1_061__500m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow,MOD13A1_061__500m_16_days_VI_Quality_Possible_shadow_Description
CA-NS2,55.9058,-98.5247,2003-12-19,h12v03,982.0,1145.0,0.3527,18457.0,0b0100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2004-01-01,h12v03,982.0,1145.0,0.1317,20501.0,0b0101000000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2004-01-17,h12v03,982.0,1145.0,0.2288,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2004-02-02,h12v03,982.0,1145.0,0.2528,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2004-02-18,h12v03,982.0,1145.0,0.2928,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2004-03-05,h12v03,982.0,1145.0,0.2422,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2004-03-21,h12v03,982.0,1145.0,0.2446,20497.0,0b0101000000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2004-04-06,h12v03,982.0,1145.0,0.2619,20497.0,0b0101000000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2004-04-22,h12v03,982.0,1145.0,0.4217,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-05-08,h12v03,982.0,1145.0,0.523,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-05-24,h12v03,982.0,1145.0,0.6426,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-06-09,h12v03,982.0,1145.0,0.6388,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-06-25,h12v03,982.0,1145.0,0.655,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-07-11,h12v03,982.0,1145.0,0.6859,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-07-27,h12v03,982.0,1145.0,0.7591,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-08-12,h12v03,982.0,1145.0,0.7644,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-08-28,h12v03,982.0,1145.0,0.6526,2445.0,0b0000100110001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-09-13,h12v03,982.0,1145.0,0.6536,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-09-29,h12v03,982.0,1145.0,0.6556,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-10-15,h12v03,982.0,1145.0,0.5542,4241.0,0b0001000010010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2004-10-31,h12v03,982.0,1145.0,0.821,51685.0,0b1100100111100101,0b01,"VI produced, but check other QA",0b1001,Decreasing quality (1001),0b11,High,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b1,Yes
CA-NS2,55.9058,-98.5247,2004-11-16,h12v03,982.0,1145.0,0.2279,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2004-12-02,h12v03,982.0,1145.0,0.2328,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2004-12-18,h12v03,982.0,1145.0,0.1894,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2005-01-01,h12v03,982.0,1145.0,0.2435,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2005-01-17,h12v03,982.0,1145.0,0.0999,20501.0,0b0101000000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2005-02-02,h12v03,982.0,1145.0,0.3512,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2005-02-18,h12v03,982.0,1145.0,0.3529,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2005-03-06,h12v03,982.0,1145.0,0.3096,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2005-03-22,h12v03,982.0,1145.0,0.2095,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS2,55.9058,-98.5247,2005-04-07,h12v03,982.0,1145.0,0.4055,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-04-23,h12v03,982.0,1145.0,0.6063,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-05-09,h12v03,982.0,1145.0,0.6363,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-05-25,h12v03,982.0,1145.0,0.6609,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-06-10,h12v03,982.0,1145.0,0.6837,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-06-26,h12v03,982.0,1145.0,0.6948,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-07-12,h12v03,982.0,1145.0,0.75,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-07-28,h12v03,982.0,1145.0,0.749,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-08-13,h12v03,982.0,1145.0,0.7069,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-08-29,h12v03,982.0,1145.0,0.7268,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-09-14,h12v03,982.0,1145.0,0.7171,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-09-30,h12v03,982.0,1145.0,0.6958,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-10-16,h12v03,982.0,1145.0,0.7048,4168.0,0b0001000001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-11-01,h12v03,982.0,1145.0,0.7402,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS2,55.9058,-98.5247,2005-11-17,h12v03,982.0,1145.0,0.4347,34845.0,0b1000100000011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality (0111),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
CA-NS2,55.9058,-98.5247,2005-12-03,h12v03,982.0,1145.0,0.1784,51229.0,0b1100100000011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality (0111),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b1,Yes
CA-NS2,55.9058,-98.5247,2005-12-19,h12v03,982.0,1145.0,0.1314,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2000-12-18,h12v03,981.0,1166.0,0.1918,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2001-01-01,h12v03,981.0,1166.0,0.1931,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2001-01-17,h12v03,981.0,1166.0,0.1732,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2001-02-02,h12v03,981.0,1166.0,0.1331,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2001-02-18,h12v03,981.0,1166.0,0.0976,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2001-03-06,h12v03,981.0,1166.0,0.106,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2001-03-22,h12v03,981.0,1166.0,0.0695,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2001-04-07,h12v03,981.0,1166.0,0.0932,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2001-04-23,h12v03,981.0,1166.0,0.561,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-05-09,h12v03,981.0,1166.0,0.5947,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-05-25,h12v03,981.0,1166.0,0.5983,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-06-10,h12v03,981.0,1166.0,0.3788,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-06-26,h12v03,981.0,1166.0,0.6925,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-07-12,h12v03,981.0,1166.0,0.7616,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-07-28,h12v03,981.0,1166.0,0.7578,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-08-13,h12v03,981.0,1166.0,0.7312,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-08-29,h12v03,981.0,1166.0,0.679,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-09-14,h12v03,981.0,1166.0,0.6481,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-09-30,h12v03,981.0,1166.0,0.6234,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-10-16,h12v03,981.0,1166.0,0.2421,3102.0,0b0000110000011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality (0111),0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-11-01,h12v03,981.0,1166.0,0.2374,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2001-11-17,h12v03,981.0,1166.0,0.359,2070.0,0b0000100000010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2001-12-03,h12v03,981.0,1166.0,0.2917,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2001-12-19,h12v03,981.0,1166.0,0.1345,18457.0,0b0100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2002-01-01,h12v03,981.0,1166.0,0.1287,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-01-17,h12v03,981.0,1166.0,0.1838,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2002-02-02,h12v03,981.0,1166.0,0.17,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2002-02-18,h12v03,981.0,1166.0,0.2253,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2002-03-06,h12v03,981.0,1166.0,0.1758,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2002-03-22,h12v03,981.0,1166.0,0.1016,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2002-04-07,h12v03,981.0,1166.0,0.0549,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2002-04-23,h12v03,981.0,1166.0,0.0907,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2002-05-09,h12v03,981.0,1166.0,0.5088,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-05-25,h12v03,981.0,1166.0,0.5677,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-06-10,h12v03,981.0,1166.0,0.6255,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-06-26,h12v03,981.0,1166.0,0.7261,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-07-12,h12v03,981.0,1166.0,0.7806,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-07-28,h12v03,981.0,1166.0,0.7311,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-08-13,h12v03,981.0,1166.0,0.7919,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-08-29,h12v03,981.0,1166.0,0.7366,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-09-14,h12v03,981.0,1166.0,0.6043,2124.0,0b0000100001001100,0b00,VI produced with good quality,0b0011,Decreasing quality (0011),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-09-30,h12v03,981.0,1166.0,0.6247,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-10-16,h12v03,981.0,1166.0,0.5304,2193.0,0b0000100010010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-11-01,h12v03,981.0,1166.0,0.5495,2454.0,0b0000100110010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality (0101),0b10,Average,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
CA-NS3,55.9117,-98.3822,2002-11-17,h12v03,981.0,1166.0,0.3564,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
CA-NS3,55.9117,-98.3822,2002-12-03,h12v03,981.0,1166.0,0.2005,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
